0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.015752402046686237e-02,-1.739783163465144847e-02,-1.955634847888658781e-02,7.999406576841838756e-04
-8.555281840360917656e-03,4.158547639029508414e-03,1.308035192791656698e-02,3.023974427726831143e-02,-1.747211221966316411e-02,-1.932783172666909660e-02,8.027593529520427040e-04
-8.764258709627048560e-03,4.359344541857990141e-03,1.318099261312188908e-02,3.098856118167839582e-02,-1.676647881437067292e-02,-1.968973448626333903e-02,7.939977155249078322e-04
-8.658918748923660758e-03,4.218861278919183722e-03,1.313547184228602838e-02,3.027171795556858266e-02,-1.679764553172976779e-02,-1.907347296537236989e-02,8.013896316092505856e-04
-8.657056214740554978e-03,4.231916966669191371e-03,1.312060044076179821e-02,3.023314358480031633e-02,-1.698167339717910826e-02,-1.919810571720278677e-02,7.976348957170475984e-04
-8.675733636208438071e-03,4.244412617584403247e-03,1.315825081115673534e-02,3.047553670719858887e-02,-1.648208382480774795e-02,-1.879578398395381073e-02,7.964921168066574353e-04
-8.721994453538717273e-03,4.211109453903905120e-03,1.313941026852938343e-02,2.938831893159797939e-02,-1.734461867485566355e-02,-1.927563802519147163e-02,7.889760920829491653e-04
-8.677880846430507944e-03,4.235936587791755414e-03,1.313181264337659471e-02,2.975578914501554595e-02,-1.695649244537592373e-02,-1.926082572987891650e-02,7.883629853057128045e-04
-8.705071448230294884e-03,4.088135563367623071e-03,1.319180165347288991e-02,2.924274269060204295e-02,-1.700642189661500173e-02,-1.979804183104872523e-02,7.987768936112971119e-04
-8.705130819137485432e-03,4.175898755210682989e-03,1.316075510139391724e-02,2.911226197798291032e-02,-1.696423000714877838e-02,-1.967827922685001785e-02,7.903186390708638598e-04
-8.700549761603171284e-03,4.077722114258275354e-03,1.317396914744239922e-02,2.888572782719488891e-02,-1.690657489308500239e-02,-1.921341007471346132e-02,7.967158718203970480e-04
-8.688495731007828127e-03,4.033170689218157356e-03,1.317952840466363185e-02,2.942328640751377608e-02,-1.747845204155079255e-02,-2.000799979650052032e-02,8.181275783095687260e-04
-8.691080295432973557e-03,3.941593845931123941e-03,1.317108566713787177e-02,3.050186378526694234e-02,-1.705697669167818495e-02,-1.939187063885351725e-02,7.914751471529424265e-04
-8.698134148622527206e-03,4.080370493184826142e-03,1.320199252363263298e-02,3.018088344123191769e-02,-1.656019435166585646e-02,-1.946290150023969462e-02,7.815720492266864383e-04
-8.655087518010917691e-03,4.091036536955916514e-03,1.315572928928632201e-02,3.103025342880960311e-02,-1.681261537211967486e-02,-1.953028979053077555e-02,8.043578802247042248e-04
